index,short_doc,full_doc,category_gold,hidden_label,category_gold_reason,_golden
groups/comp.sys.mac.hardware/50420,2bb30ba3-25b5-42d7-bb39-3bc776aa16d8.png,2bb30ba3-25b5-42d7-bb39-3bc776aa16d8-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.os.ms-windows.misc/10021,5c1306de-b177-4349-817d-4847dceef214.png,5c1306de-b177-4349-817d-4847dceef214-full,,comp_os_ms-windows_misc,,
groups/comp.os.ms-windows.misc/9651,fb950630-94e6-4b04-b6c1-61ce3307c363.png,fb950630-94e6-4b04-b6c1-61ce3307c363-full,,comp_os_ms-windows_misc,,
groups/talk.politics.misc/178368,fc9a03aa-562c-4f15-8a64-8aa7475cea70.png,fc9a03aa-562c-4f15-8a64-8aa7475cea70-full,,talk_politics_misc,,
groups/comp.os.ms-windows.misc/9519,6723e052-4b0e-42a2-abe6-412f9b1c7f7d.png,6723e052-4b0e-42a2-abe6-412f9b1c7f7d-full,,comp_os_ms-windows_misc,,
groups/rec.motorcycles/105263,54045cb9-83e5-4e7d-9d77-e59acacd5911.png,54045cb9-83e5-4e7d-9d77-e59acacd5911-full,,rec_motorcycles,,
groups/sci.electronics/53718,d1c60c3e-11cd-4dbd-a8ab-72c3b70367b3.png,d1c60c3e-11cd-4dbd-a8ab-72c3b70367b3-full,,sci_electronics,,
groups/rec.autos/103169,69523229-3705-4794-9dd3-f8319cdafcb8.png,69523229-3705-4794-9dd3-f8319cdafcb8-full,,rec_autos,,
groups/talk.politics.mideast/76400,d6fe4cb4-611a-4cd0-b6bf-dcd472bcf0d0.png,d6fe4cb4-611a-4cd0-b6bf-dcd472bcf0d0-full,,talk_politics_mideast,,
groups/alt.atheism/51146,82fee82e-e0c4-4737-87a2-dcf37518b76c.png,82fee82e-e0c4-4737-87a2-dcf37518b76c-full,,alt_atheism,,
groups/comp.sys.ibm.pc.hardware/60837,1e49e8be-6b97-481a-9260-b41008de8009.png,1e49e8be-6b97-481a-9260-b41008de8009-full,,comp_sys_ibm_pc_hardware,,
groups/alt.atheism/53093,f495d36a-1756-488a-b746-adfdda195a54.png,f495d36a-1756-488a-b746-adfdda195a54-full,,alt_atheism,,
groups/rec.motorcycles/104720,58c3ee27-5d88-4224-a836-fb4be5f6594a.png,58c3ee27-5d88-4224-a836-fb4be5f6594a-full,,rec_motorcycles,,
groups/soc.religion.christian/20563,c65d47b8-a573-4ab5-a75f-80f91f18955b.png,c65d47b8-a573-4ab5-a75f-80f91f18955b-full,,soc_religion_christian,,
groups/sci.crypt/15817,a724968e-8e1f-49c0-9b8b-8093d0dc6fea.png,a724968e-8e1f-49c0-9b8b-8093d0dc6fea-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/105045,16ed868d-cded-457f-bdb7-762e4fb8d1fd.png,16ed868d-cded-457f-bdb7-762e4fb8d1fd-full,,rec_sport_baseball,,
groups/talk.politics.mideast/76171,b0607224-5fc8-4e98-a344-e2ee27b1e0ee.png,b0607224-5fc8-4e98-a344-e2ee27b1e0ee-full,,talk_politics_mideast,,
groups/rec.autos/101632,7799f8e7-d4f8-4925-a982-0f5e8e847dbd.png,7799f8e7-d4f8-4925-a982-0f5e8e847dbd-full,,rec_autos,,
groups/alt.atheism/53813,598a2366-b02d-4c7c-99eb-3a146fcfcfd6.png,598a2366-b02d-4c7c-99eb-3a146fcfcfd6-full,,alt_atheism,,
groups/comp.windows.x/67138,a6e53c0d-5245-4c8b-82ef-36b6c3199c55.png,a6e53c0d-5245-4c8b-82ef-36b6c3199c55-full,,comp_windows_x,,
groups/sci.electronics/53669,76a033fa-08e3-4903-969d-96046659e4c7.png,76a033fa-08e3-4903-969d-96046659e4c7-full,,sci_electronics,,
groups/talk.religion.misc/83653,05d44f87-585f-46f6-8927-bc8daa8a4da4.png,05d44f87-585f-46f6-8927-bc8daa8a4da4-full,,talk_religion_misc,,
groups/sci.electronics/53644,0d376439-7e7d-42f9-b0d9-496a803b9dab.png,0d376439-7e7d-42f9-b0d9-496a803b9dab-full,,sci_electronics,,
groups/alt.atheism/53121,de39717a-c069-4d38-8bfc-f07dcd2c091a.png,de39717a-c069-4d38-8bfc-f07dcd2c091a-full,,alt_atheism,,
groups/talk.religion.misc/83619,99d30bfb-8c34-4550-b14e-65843e5c9acb.png,99d30bfb-8c34-4550-b14e-65843e5c9acb-full,,talk_religion_misc,,
groups/rec.autos/103420,b0c4c45d-e275-4f52-a2a4-fce4a6de0b9d.png,b0c4c45d-e275-4f52-a2a4-fce4a6de0b9d-full,,rec_autos,,
groups/sci.space/61527,23043b5e-f1f1-44c1-a3d9-0f6c17c0213e.png,23043b5e-f1f1-44c1-a3d9-0f6c17c0213e-full,,sci_space,,
groups/sci.space/60991,e453cc29-0e5c-4732-a37e-2ddecc93756e.png,e453cc29-0e5c-4732-a37e-2ddecc93756e-full,,sci_space,,
groups/alt.atheism/53597,c85a3071-b6eb-417e-83b7-44dd7979647d.png,c85a3071-b6eb-417e-83b7-44dd7979647d-full,,alt_atheism,,
groups/sci.med/59532,f862dbc9-d3a6-46d7-8e72-73d4f7d87dce.png,f862dbc9-d3a6-46d7-8e72-73d4f7d87dce-full,sci_med,sci_med,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.space/61243,300e7d95-002d-412a-9679-82a427bd3c40.png,300e7d95-002d-412a-9679-82a427bd3c40-full,,sci_space,,
groups/alt.atheism/53101,5e537c6f-c09f-4414-8070-37f799597e14.png,5e537c6f-c09f-4414-8070-37f799597e14-full,,alt_atheism,,
groups/comp.windows.x/67284,7e5883d3-5f7e-4786-9f80-f87ba10d816b.png,7e5883d3-5f7e-4786-9f80-f87ba10d816b-full,,comp_windows_x,,
groups/rec.motorcycles/104379,b56c02e2-faf8-4a51-820d-37a8bdfafc02.png,b56c02e2-faf8-4a51-820d-37a8bdfafc02-full,,rec_motorcycles,,
groups/talk.politics.guns/54872,2de12a9e-d855-45f4-88ce-a9009ca5f273.png,2de12a9e-d855-45f4-88ce-a9009ca5f273-full,,talk_politics_guns,,
groups/talk.religion.misc/84221,2b7a6603-108b-4fe4-b857-0b182dd0872e.png,2b7a6603-108b-4fe4-b857-0b182dd0872e-full,,talk_religion_misc,,
groups/talk.religion.misc/83563,230ded43-a1a4-4625-869d-5db84bbb3899.png,230ded43-a1a4-4625-869d-5db84bbb3899-full,,talk_religion_misc,,
groups/rec.autos/102736,cf7a3d21-277d-4a1e-8c0a-2fe781dc2a6c.png,cf7a3d21-277d-4a1e-8c0a-2fe781dc2a6c-full,,rec_autos,,
groups/rec.sport.hockey/53547,7560bcc2-0cc8-4de2-b308-d25a560c8189.png,7560bcc2-0cc8-4de2-b308-d25a560c8189-full,,rec_sport_hockey,,
groups/comp.sys.mac.hardware/51730,e132d9c1-9fa2-425f-9050-fcfd9917c686.png,e132d9c1-9fa2-425f-9050-fcfd9917c686-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.mac.hardware/50476,5b830453-6737-41c6-938b-39352559b707.png,5b830453-6737-41c6-938b-39352559b707-full,,comp_sys_mac_hardware,,
groups/sci.electronics/53926,9f8ca790-8f85-400c-bb89-9c520f5d72c9.png,9f8ca790-8f85-400c-bb89-9c520f5d72c9-full,,sci_electronics,,
groups/rec.sport.hockey/54184,78625f81-7258-46ea-bd49-eef4d9ad692f.png,78625f81-7258-46ea-bd49-eef4d9ad692f-full,,rec_sport_hockey,,
groups/talk.religion.misc/83722,e7035054-8b37-4def-a9b1-89beb02fd554.png,e7035054-8b37-4def-a9b1-89beb02fd554-full,,talk_religion_misc,,
groups/talk.religion.misc/83489,a183f3f7-360e-430a-9f88-7bedf385e8b4.png,a183f3f7-360e-430a-9f88-7bedf385e8b4-full,,talk_religion_misc,,
groups/rec.motorcycles/104381,02b6289b-8f2b-446c-afd1-b6b5880323be.png,02b6289b-8f2b-446c-afd1-b6b5880323be-full,,rec_motorcycles,,
groups/sci.space/61224,66a2f16f-9491-4c58-bdab-630decef7e0e.png,66a2f16f-9491-4c58-bdab-630decef7e0e-full,,sci_space,,
groups/sci.space/61430,a261478b-b6e4-4960-b5b9-7b835f8f9673.png,a261478b-b6e4-4960-b5b9-7b835f8f9673-full,,sci_space,,
groups/comp.windows.x/67348,9bab9cbd-793a-442d-bff9-e5603379debd.png,9bab9cbd-793a-442d-bff9-e5603379debd-full,,comp_windows_x,,
groups/rec.motorcycles/104314,e6c8d20b-b725-48e8-8079-93552dfddc59.png,e6c8d20b-b725-48e8-8079-93552dfddc59-full,,rec_motorcycles,,
groups/comp.os.ms-windows.misc/9902,bd02377b-e013-4233-adc5-45defa89f0ac.png,bd02377b-e013-4233-adc5-45defa89f0ac-full,,comp_os_ms-windows_misc,,
groups/rec.motorcycles/104395,e0dda725-c4fc-40a2-8b86-2c4d614b5ae0.png,e0dda725-c4fc-40a2-8b86-2c4d614b5ae0-full,,rec_motorcycles,,
groups/talk.religion.misc/83634,d3be10da-9c20-44f9-b9c6-e7d39244993c.png,d3be10da-9c20-44f9-b9c6-e7d39244993c-full,,talk_religion_misc,,
groups/alt.atheism/53085,814b00e8-31ab-428f-9455-abd0fedcf98c.png,814b00e8-31ab-428f-9455-abd0fedcf98c-full,,alt_atheism,,
groups/comp.graphics/38306,2b06f112-33bd-4271-be25-5a12f4a99848.png,2b06f112-33bd-4271-be25-5a12f4a99848-full,,comp_graphics,,
groups/comp.graphics/38543,1c44adb8-4411-4533-9a65-0fe1dc63ea4d.png,1c44adb8-4411-4533-9a65-0fe1dc63ea4d-full,,comp_graphics,,
groups/talk.politics.mideast/75913,f9261366-14bb-4dd2-b607-5f65ddf75b0f.png,f9261366-14bb-4dd2-b607-5f65ddf75b0f-full,,talk_politics_mideast,,
groups/rec.sport.hockey/53826,2d9f24dd-79ba-43ca-b71d-536023fbe712.png,2d9f24dd-79ba-43ca-b71d-536023fbe712-full,,rec_sport_hockey,,
groups/comp.graphics/38939,c2acdbc4-5a43-40a6-a3cc-949dd184ba30.png,c2acdbc4-5a43-40a6-a3cc-949dd184ba30-full,,comp_graphics,,
groups/rec.motorcycles/105139,5b4cfec4-2f47-446f-bcbd-8b93fbfd04f0.png,5b4cfec4-2f47-446f-bcbd-8b93fbfd04f0-full,,rec_motorcycles,,
groups/rec.motorcycles/103123,3eb6353e-99a9-4577-b64f-36325a9af8e4.png,3eb6353e-99a9-4577-b64f-36325a9af8e4-full,,rec_motorcycles,,
groups/rec.sport.baseball/104731,4713f472-72ee-4279-a613-4540150af983.png,4713f472-72ee-4279-a613-4540150af983-full,,rec_sport_baseball,,
groups/alt.atheism/53150,b3fa6e95-5d4f-409c-a67f-16af69acaa6f.png,b3fa6e95-5d4f-409c-a67f-16af69acaa6f-full,,alt_atheism,,
groups/talk.religion.misc/83502,1d644d4b-4057-409d-91d8-371d35b29684.png,1d644d4b-4057-409d-91d8-371d35b29684-full,,talk_religion_misc,,
groups/talk.politics.misc/178344,a6fd3d0f-0dd4-472a-8dff-1b78e65d3997.png,a6fd3d0f-0dd4-472a-8dff-1b78e65d3997-full,,talk_politics_misc,,
groups/comp.windows.x/67423,f51424c7-73b9-42df-acd0-3564063d8e2d.png,f51424c7-73b9-42df-acd0-3564063d8e2d-full,,comp_windows_x,,
groups/comp.os.ms-windows.misc/9168,9aad7ab5-3d9e-4248-9bfb-d6051f5d3007.png,9aad7ab5-3d9e-4248-9bfb-d6051f5d3007-full,,comp_os_ms-windows_misc,,
groups/sci.space/61424,f566224b-9845-49a1-ab14-a049fee265eb.png,f566224b-9845-49a1-ab14-a049fee265eb-full,,sci_space,,
groups/talk.religion.misc/83726,1bb64a0f-8c83-4d30-8d9a-73308a4f557f.png,1bb64a0f-8c83-4d30-8d9a-73308a4f557f-full,,talk_religion_misc,,
groups/alt.atheism/54225,05cf17df-aa48-4487-871a-394a55f49deb.png,05cf17df-aa48-4487-871a-394a55f49deb-full,,alt_atheism,,
groups/talk.religion.misc/84134,f26d2fea-1709-4870-a320-c313485a9da3.png,f26d2fea-1709-4870-a320-c313485a9da3-full,,talk_religion_misc,,
groups/comp.sys.mac.hardware/52284,6844d694-a934-46d7-b70f-bf4ea4e45b0a.png,6844d694-a934-46d7-b70f-bf4ea4e45b0a-full,,comp_sys_mac_hardware,,
groups/rec.autos/103126,20c2e186-f9d8-4235-a9e7-c3ecbf7f9466.png,20c2e186-f9d8-4235-a9e7-c3ecbf7f9466-full,,rec_autos,,
groups/misc.forsale/76194,9f441f90-0fb1-42b4-97e8-bdb85b24b09b.png,9f441f90-0fb1-42b4-97e8-bdb85b24b09b-full,,misc_forsale,,
groups/comp.sys.ibm.pc.hardware/60789,1d4a7ffd-a693-4a98-9caa-ad698422e4ec.png,1d4a7ffd-a693-4a98-9caa-ad698422e4ec-full,,comp_sys_ibm_pc_hardware,,
groups/comp.graphics/37949,ea310ccb-0bb7-497e-9575-6441105bac55.png,ea310ccb-0bb7-497e-9575-6441105bac55-full,,comp_graphics,,
groups/rec.motorcycles/104509,1bd035bb-1821-4499-aac9-fa5b33b5266d.png,1bd035bb-1821-4499-aac9-fa5b33b5266d-full,,rec_motorcycles,,
groups/sci.space/61479,da3b4379-b760-4dca-b0a1-95b2b0be9807.png,da3b4379-b760-4dca-b0a1-95b2b0be9807-full,,sci_space,,
groups/talk.politics.misc/178445,421879e9-d3a6-49a9-93c1-166855e95206.png,421879e9-d3a6-49a9-93c1-166855e95206-full,,talk_politics_misc,,
groups/rec.sport.hockey/53942,122ec934-b73d-4461-ae2f-8c35e6b537a0.png,122ec934-b73d-4461-ae2f-8c35e6b537a0-full,,rec_sport_hockey,,
groups/sci.crypt/15900,e8e914ec-dbcf-4b11-9d86-42f843d8664e.png,e8e914ec-dbcf-4b11-9d86-42f843d8664e-full,,sci_crypt,,
groups/rec.motorcycles/104821,4e2ee109-0927-4c6d-b33b-7f49fb30a7f3.png,4e2ee109-0927-4c6d-b33b-7f49fb30a7f3-full,,rec_motorcycles,,
groups/soc.religion.christian/21723,a97e26e5-82dc-40a6-95f9-8b280e35ccc5.png,a97e26e5-82dc-40a6-95f9-8b280e35ccc5-full,,soc_religion_christian,,
groups/comp.os.ms-windows.misc/10149,3783e22d-e112-4dcd-ae10-f684c9a012c6.png,3783e22d-e112-4dcd-ae10-f684c9a012c6-full,,comp_os_ms-windows_misc,,
groups/sci.med/59145,d26052da-132a-42aa-bda2-c0bfb66823e3.png,d26052da-132a-42aa-bda2-c0bfb66823e3-full,,sci_med,,
groups/rec.sport.baseball/102612,872ce0c4-cdd4-4b78-99ed-3427644a74c4.png,872ce0c4-cdd4-4b78-99ed-3427644a74c4-full,,rec_sport_baseball,,
groups/talk.politics.mideast/76280,2eb42434-3fa0-4331-a2f6-124ecab1de4d.png,2eb42434-3fa0-4331-a2f6-124ecab1de4d-full,,talk_politics_mideast,,
groups/comp.graphics/39055,05321d89-7180-4ec3-9101-dbd5a252ae83.png,05321d89-7180-4ec3-9101-dbd5a252ae83-full,,comp_graphics,,
groups/comp.graphics/38474,2c6a72fc-834b-4877-88a5-3b8bd5ea892d.png,2c6a72fc-834b-4877-88a5-3b8bd5ea892d-full,,comp_graphics,,
groups/comp.os.ms-windows.misc/9635,4f4260ac-15d2-4586-b5be-2ea7aa83d5b6.png,4f4260ac-15d2-4586-b5be-2ea7aa83d5b6-full,,comp_os_ms-windows_misc,,
groups/comp.sys.ibm.pc.hardware/61030,eb004271-010e-43ef-bccc-e3661ad703da.png,eb004271-010e-43ef-bccc-e3661ad703da-full,,comp_sys_ibm_pc_hardware,,
groups/sci.med/59624,ebe739fc-e340-4342-b35a-b6af203ad55e.png,ebe739fc-e340-4342-b35a-b6af203ad55e-full,,sci_med,,
groups/comp.sys.mac.hardware/51507,0e48d2e7-6be9-472b-9d45-ebf8fcc86748.png,0e48d2e7-6be9-472b-9d45-ebf8fcc86748-full,,comp_sys_mac_hardware,,
groups/talk.politics.misc/178535,853eca2a-d1bb-44cc-9699-4e2c88c90225.png,853eca2a-d1bb-44cc-9699-4e2c88c90225-full,,talk_politics_misc,,
groups/sci.crypt/15792,5af4867a-97f7-4bc4-99db-ab96db03a04d.png,5af4867a-97f7-4bc4-99db-ab96db03a04d-full,,sci_crypt,,
groups/comp.windows.x/68220,5ab75502-5adc-4c18-9922-007247cf0dc6.png,5ab75502-5adc-4c18-9922-007247cf0dc6-full,,comp_windows_x,,
groups/sci.electronics/52808,c18fc591-d4d7-416f-b279-3fe2c3fcbc4c.png,c18fc591-d4d7-416f-b279-3fe2c3fcbc4c-full,,sci_electronics,,
groups/rec.autos/102789,dac2f167-feac-4c96-bdfe-393fdbaa730e.png,dac2f167-feac-4c96-bdfe-393fdbaa730e-full,,rec_autos,,
groups/sci.electronics/54325,a61d0d51-cfcb-4553-a214-b3a055f0ccb5.png,a61d0d51-cfcb-4553-a214-b3a055f0ccb5-full,,sci_electronics,,
groups/talk.politics.mideast/76380,3eb57ebe-2d19-4bd8-9612-7ebcab785403.png,3eb57ebe-2d19-4bd8-9612-7ebcab785403-full,,talk_politics_mideast,,
groups/rec.sport.hockey/52634,a7cde943-dbfa-495f-bcb4-bddfcbae9969.png,a7cde943-dbfa-495f-bcb4-bddfcbae9969-full,,rec_sport_hockey,,
groups/rec.autos/103429,2ba01736-15f2-4ce6-9581-5bfedc3aa92f.png,2ba01736-15f2-4ce6-9581-5bfedc3aa92f-full,,rec_autos,,
groups/soc.religion.christian/20721,511d4ad3-bd2f-4f30-ba42-f99f03771fba.png,511d4ad3-bd2f-4f30-ba42-f99f03771fba-full,,soc_religion_christian,,
groups/rec.sport.baseball/104954,749fc1a2-f1bd-424d-89f0-b44c0aaf92c6.png,749fc1a2-f1bd-424d-89f0-b44c0aaf92c6-full,,rec_sport_baseball,,
groups/comp.windows.x/66998,07768dc7-39c8-42e0-a626-01ff09c6dd3b.png,07768dc7-39c8-42e0-a626-01ff09c6dd3b-full,,comp_windows_x,,
groups/talk.politics.mideast/75947,20a140b5-01b9-4ed0-a153-555766a1b175.png,20a140b5-01b9-4ed0-a153-555766a1b175-full,,talk_politics_mideast,,
groups/rec.sport.baseball/105108,625ffd6d-5edb-47e1-a362-0626ce02c424.png,625ffd6d-5edb-47e1-a362-0626ce02c424-full,,rec_sport_baseball,,
groups/talk.politics.mideast/75404,f420fc4a-a38f-4567-aa16-64873a8f5c9a.png,f420fc4a-a38f-4567-aa16-64873a8f5c9a-full,,talk_politics_mideast,,
groups/talk.politics.mideast/76379,c327797a-154f-42db-bc63-a23bb6896998.png,c327797a-154f-42db-bc63-a23bb6896998-full,,talk_politics_mideast,,
groups/rec.motorcycles/104812,ed320590-1ed8-44a5-bd87-04fecb6fcaf7.png,ed320590-1ed8-44a5-bd87-04fecb6fcaf7-full,,rec_motorcycles,,
groups/talk.politics.guns/55083,ef5009c0-056a-475e-9272-e4aab85b947f.png,ef5009c0-056a-475e-9272-e4aab85b947f-full,,talk_politics_guns,,
groups/rec.sport.hockey/53911,85561f82-3dbe-4f7d-8d9f-7487ecebb929.png,85561f82-3dbe-4f7d-8d9f-7487ecebb929-full,,rec_sport_hockey,,
groups/rec.autos/103176,43ede245-08e0-41b9-a7cd-87f6fa68ecf3.png,43ede245-08e0-41b9-a7cd-87f6fa68ecf3-full,,rec_autos,,
groups/alt.atheism/51231,292db2af-f3da-4133-a931-4b8bae420ffd.png,292db2af-f3da-4133-a931-4b8bae420ffd-full,,alt_atheism,,
groups/talk.politics.guns/54309,05bb544a-45fb-47cd-a32f-78c17ef9d876.png,05bb544a-45fb-47cd-a32f-78c17ef9d876-full,,talk_politics_guns,,
groups/sci.med/58874,cad149e7-6fde-4f0e-a10d-4eb9826c0035.png,cad149e7-6fde-4f0e-a10d-4eb9826c0035-full,,sci_med,,
groups/alt.atheism/54190,38b9f187-01bd-45b7-9b8d-92de643db500.png,38b9f187-01bd-45b7-9b8d-92de643db500-full,,alt_atheism,,
groups/rec.sport.hockey/52659,14ea48ff-135d-4bbc-9bbb-e7966bfe4b57.png,14ea48ff-135d-4bbc-9bbb-e7966bfe4b57-full,,rec_sport_hockey,,
groups/comp.sys.ibm.pc.hardware/61036,f0c5b34d-8db3-48c2-9221-3b0bda247e6e.png,f0c5b34d-8db3-48c2-9221-3b0bda247e6e-full,,comp_sys_ibm_pc_hardware,,
groups/soc.religion.christian/21682,73dadfce-f834-42df-87b6-ee132cc84f7b.png,73dadfce-f834-42df-87b6-ee132cc84f7b-full,,soc_religion_christian,,
groups/misc.forsale/76287,a23ea4e6-238d-4204-b2e6-72fc7d10508f.png,a23ea4e6-238d-4204-b2e6-72fc7d10508f-full,,misc_forsale,,
groups/rec.motorcycles/104662,e3336119-01c1-48b3-b433-9d95437e1ddb.png,e3336119-01c1-48b3-b433-9d95437e1ddb-full,,rec_motorcycles,,
groups/comp.os.ms-windows.misc/9950,9cfd8714-49ce-4354-8df2-96bda694c3c6.png,9cfd8714-49ce-4354-8df2-96bda694c3c6-full,,comp_os_ms-windows_misc,,
groups/comp.graphics/38399,131b99bc-dfab-45ef-9ebc-5ca3e33951b5.png,131b99bc-dfab-45ef-9ebc-5ca3e33951b5-full,,comp_graphics,,
groups/rec.sport.hockey/54139,f24baa19-d5b1-4e6d-966b-c25f12fda745.png,f24baa19-d5b1-4e6d-966b-c25f12fda745-full,,rec_sport_hockey,,
groups/rec.autos/103186,d74cba4f-3dff-4cd9-9693-20e996395cca.png,d74cba4f-3dff-4cd9-9693-20e996395cca-full,,rec_autos,,
groups/sci.crypt/15503,660da511-1c79-47c1-9b6d-e31916c06b76.png,660da511-1c79-47c1-9b6d-e31916c06b76-full,,sci_crypt,,
groups/talk.religion.misc/83995,a847fd30-ff52-4d8c-a5e9-4fe8989c1f64.png,a847fd30-ff52-4d8c-a5e9-4fe8989c1f64-full,,talk_religion_misc,,
groups/comp.graphics/38636,790684ed-c9e2-4c85-8fdb-0c258a101b99.png,790684ed-c9e2-4c85-8fdb-0c258a101b99-full,,comp_graphics,,
groups/sci.electronics/53747,0fa646a4-d3fc-4043-abd1-651a3b62f356.png,0fa646a4-d3fc-4043-abd1-651a3b62f356-full,,sci_electronics,,
groups/sci.electronics/54025,bf85af93-1a64-49e3-875f-e79b59f4ac43.png,bf85af93-1a64-49e3-875f-e79b59f4ac43-full,,sci_electronics,,
groups/alt.atheism/53542,c1c56bc4-6ecc-4440-8760-76a773de89b6.png,c1c56bc4-6ecc-4440-8760-76a773de89b6-full,,alt_atheism,,
groups/rec.sport.hockey/53703,b6d0bffd-1684-4145-b899-ddc04d839c42.png,b6d0bffd-1684-4145-b899-ddc04d839c42-full,,rec_sport_hockey,,
groups/sci.space/61166,0d339fe3-baff-4a27-b72c-505b8be9e5fe.png,0d339fe3-baff-4a27-b72c-505b8be9e5fe-full,,sci_space,,
groups/sci.space/61394,412ddabf-896c-423a-87e4-761c54c361f4.png,412ddabf-896c-423a-87e4-761c54c361f4-full,,sci_space,,
groups/comp.sys.ibm.pc.hardware/60263,743a57c9-c42b-4d8f-9ba7-a75da3ca61f4.png,743a57c9-c42b-4d8f-9ba7-a75da3ca61f4-full,,comp_sys_ibm_pc_hardware,,
groups/comp.sys.ibm.pc.hardware/60436,9266ee87-f7a1-4169-98b1-287ff0506c8c.png,9266ee87-f7a1-4169-98b1-287ff0506c8c-full,,comp_sys_ibm_pc_hardware,,
groups/sci.electronics/53927,197c2ddb-69b1-4b4b-bc6b-dfbb49b1323e.png,197c2ddb-69b1-4b4b-bc6b-dfbb49b1323e-full,,sci_electronics,,
groups/soc.religion.christian/20624,e0fd22f7-fbf6-4bd9-a5fc-550686039cf7.png,e0fd22f7-fbf6-4bd9-a5fc-550686039cf7-full,,soc_religion_christian,,
groups/sci.med/58788,43490fbb-9186-4f38-9844-6d2ed230225d.png,43490fbb-9186-4f38-9844-6d2ed230225d-full,,sci_med,,
groups/rec.autos/102813,e80abbc4-7936-4db2-8cf2-d265efb28329.png,e80abbc4-7936-4db2-8cf2-d265efb28329-full,,rec_autos,,
groups/comp.sys.ibm.pc.hardware/60544,3f3085a5-5532-4f67-b34a-fa9e0068d142.png,3f3085a5-5532-4f67-b34a-fa9e0068d142-full,,comp_sys_ibm_pc_hardware,,
groups/comp.windows.x/67316,0d2d07a3-3151-499b-bbbd-0cb77b8ddb1e.png,0d2d07a3-3151-499b-bbbd-0cb77b8ddb1e-full,,comp_windows_x,,
groups/rec.autos/103367,df34d708-f115-4f93-ba9b-1c1d07c84e78.png,df34d708-f115-4f93-ba9b-1c1d07c84e78-full,,rec_autos,,
groups/talk.religion.misc/84329,ff376e8e-25a1-42bb-93e0-724347de4ab4.png,ff376e8e-25a1-42bb-93e0-724347de4ab4-full,,talk_religion_misc,,
groups/talk.politics.misc/178701,9f9afca9-41df-4a08-a638-0d72ad0fc51a.png,9f9afca9-41df-4a08-a638-0d72ad0fc51a-full,,talk_politics_misc,,
groups/misc.forsale/76160,8799dc2d-98dc-4e22-bb44-f6d84bac79d3.png,8799dc2d-98dc-4e22-bb44-f6d84bac79d3-full,,misc_forsale,,
groups/misc.forsale/76367,60098e7c-ff4a-472b-b8d9-c2a191c4a134.png,60098e7c-ff4a-472b-b8d9-c2a191c4a134-full,,misc_forsale,,
groups/talk.religion.misc/84056,6ced5944-29c5-427c-9661-f9ef8d4ba3b4.png,6ced5944-29c5-427c-9661-f9ef8d4ba3b4-full,,talk_religion_misc,,
groups/rec.motorcycles/104639,ee689169-7341-4318-aa94-7b7adb5a54c1.png,ee689169-7341-4318-aa94-7b7adb5a54c1-full,,rec_motorcycles,,
groups/comp.os.ms-windows.misc/10799,deabe377-46ec-4a03-acbb-ff2384300ea7.png,deabe377-46ec-4a03-acbb-ff2384300ea7-full,,comp_os_ms-windows_misc,,
groups/misc.forsale/74817,3b91f4c6-b0c3-47e2-ac78-f7ff41b2f5ab.png,3b91f4c6-b0c3-47e2-ac78-f7ff41b2f5ab-full,,misc_forsale,,
groups/talk.politics.misc/178417,1072f328-25a3-4ee2-bb49-e4f1327b0c72.png,1072f328-25a3-4ee2-bb49-e4f1327b0c72-full,,talk_politics_misc,,
groups/comp.windows.x/67464,3d03947a-618a-43f9-89e7-8543da978b84.png,3d03947a-618a-43f9-89e7-8543da978b84-full,,comp_windows_x,,
groups/sci.space/61486,16fe144c-2a50-4aa7-91c0-ef5f40101f77.png,16fe144c-2a50-4aa7-91c0-ef5f40101f77-full,,sci_space,,
groups/comp.sys.mac.hardware/51569,094c7fb0-b110-402d-ac29-c91b2ed11959.png,094c7fb0-b110-402d-ac29-c91b2ed11959-full,,comp_sys_mac_hardware,,
groups/talk.politics.mideast/76018,4961dc94-b5eb-4019-8efa-f150fdfdfd2b.png,4961dc94-b5eb-4019-8efa-f150fdfdfd2b-full,,talk_politics_mideast,,
groups/comp.sys.mac.hardware/52044,2d68133f-7d2c-4dc9-bc24-ef4c4a936a99.png,2d68133f-7d2c-4dc9-bc24-ef4c4a936a99-full,,comp_sys_mac_hardware,,
groups/talk.politics.misc/178988,14cd2ebd-08d0-47b7-83f1-89188f412b55.png,14cd2ebd-08d0-47b7-83f1-89188f412b55-full,,talk_politics_misc,,
groups/rec.sport.hockey/54764,85805fe6-9467-4fb8-8481-7773bd8c596f.png,85805fe6-9467-4fb8-8481-7773bd8c596f-full,,rec_sport_hockey,,
groups/rec.sport.baseball/104368,524e04e6-72df-4f8d-9a3f-105cd5d160e6.png,524e04e6-72df-4f8d-9a3f-105cd5d160e6-full,,rec_sport_baseball,,
groups/talk.religion.misc/84020,5bd63771-32fb-4f7d-8d88-3f216f619f0c.png,5bd63771-32fb-4f7d-8d88-3f216f619f0c-full,,talk_religion_misc,,
