index,category_gold,document
1094,comp.os.ms-windows.misc,re win nt in article pq v kkt gazette bcm tmc edu raymaker bcm tmc edu mark raymaker says is anyone aware of existing ipx netx software for windowsnt or is attachment to netware a future release please respond to internet mail raymaker bcm tmc edu thanks i believe the beta version of the service is available via ftp on ftp cica indiana edu in pub pc win nt called something like nwnt zip there is an index ascii file there which lists the programs in that directory and what they do unfortunately this beta will also disable netbeui and tcp ip over your primary nic so if you really want to run it get yourself an extra nic and bind it to that otherwise wait for next release like i am adriene
131,alt.atheism,re islamic authority over women in article apr ultb isc rit edu snm ultb isc rit edu s n mozumder writes one thing that relates is among navy men that get tatoos that say mom because of the love of their mom it makes for more virile men compare that with how homos are raised do a study and you will get my point oh bobby you re priceless did i ever tell you that my policy with bobby s posts should anyone give a damn is to flick through the thread at high speed searching for posts of bobby s which have generated a whole pile of followups then go in and extract the hilarious quote inevitably present for sig purposes works for me for the guy who said he s just arrived and asked whether bobby s for real you betcha welcome to alt atheism and rest assured that it gets worse i have a few pearls of wisdom from bobby which i reproduce below is anyone keith keeping a big file of such stuff in allah s infinite wisdom the universe was created from nothing just by saying be and it became therefore allah exists bobby mozumder proving the existence of allah wait you just said that humans are rarely reasonable doesn t that contradict atheism where everything is explained through logic and reason this is the contradiction in atheism that proves it false bobby mozumder proving the existence of allah plus to the believer it would be contradictory to the quran for allah not to exist bobby mozumder proving the existence of allah and now one thing that relates is among navy men that get tatoos that say mom because of the love of their mom it makes for more virile men compare that with how homos are raised do a study and you will get my point bobby mozumder being islamically rigorous on alt atheism mmmmm quality and quantity from the new voice of islam pbuh cheers simon simon clippingdale simon dcs warwick ac uk department of computer science tel university of warwick fax coventry cv al u k
4121,rec.autos,after market cruise controls specific questions howdy i m a little new to this newsgroup but i would like to tap some of the knowledge and expertise available here the subject after market cruise controls the background i recently broke my ankle in a road bicycling accident places five screws yuk in two weeks i will be returning to texas my home from my school byu in provo utah as you can imagine trying to drive nearly miles with a broken right ankle isn t just the epitome of a good time my car does not have a cruise control so i would have to do all the pedalling ha ha with my messed up ankle my question what is the general opinion of after market cruise control units i realize that a cheap cc cruise control from say pep boys isn t going to be as good as a factory or professionally installed unit if there is such a thing and i uderstand that i probably can t expect much in the way of accuracy looks and that sort of thing but anything s gotta be better than trying to drive with a hosed ankle i have a jeep cherokee speed standard l engine with kettering sp ignition y know distributor cap rotor that set up not electronic maybe you could ve guessed it being an but i m just trying to give information as completly as i can i found a cc unit for bucks it seems to use the vehicles vacuum system instead of an electric servor motor is this good or bad if i did buy this cc which vacuum hose should i tap it has two speed sensors one magnetic and one that gets a signal from the negative side of the distributor kinda like a tach pick up or so i understand i can use either one which is best the manual says i read it in the store today that the magnetic axle set up is more accurate but harder to install is there really a big difference it has a sensor for the brake pedal just like other ccs but does not have a sensor for the clutch pedal so if i wasn t paying real close attention i might push the clutch in while the cruise is trying to get the speed up which would wind the engine up kinda high until i got my wits about me and turned the thing off i m pretty coordinated so this doesn t bother me if it were for my girlfriends car then it would bother me but i m ok with it the installation also calls for an attachment to a steady on brake signal and a switched on brake signal i think i can get a switched brake signal from the correct side of the brake light blade fuse am i right but i m not sure where to get the steady on brake signal or for that matter what exactly it is any ideas as to what the manufaturer wants and where to get it i think i can figure the other things out like how to hook up the negative side tach type sensing gizmo and the cabin control unit and the ground and all that miscellaneous business but i need a little help with is it worth the money and safety risk if any for such a device is there any particularly good after market cc are professionally installed ccs signifacantly better and worth the cabbage if the unit i saw sorry no manufacturer or model number just that it is at pep boy and its is sufficient for my simple needs how do i get the thing installed properly specifically the questions above my father and i built a veep volkswagen powered jeep cj a when i was in high school so i consider myself fairly good with tools electronics and cars so the installation doesn t scare me i just want to be certain that i get the thing installed correctly as my cherokee is just a wee bit more complicated than my veep i appreciate your time in reading my post and i would appreciate any expertise or opinion anybody has on the subject if you would like to share some of your wisdom please email as i don t get over this group very often but i check my mail all the time again thanks for any help anyone may have mike wieda mikew canc byu edu
2365,comp.sys.mac.hardware,a stylewriter ii question i just read an article on the swii one thing puzzles me the article says the swii is a serial only device does that mean i ll have to unplug my modem each time i want to print something
49,alt.atheism,re concerning god s morality long jbrown batman bmd trw com writes sorry but there are no supernatural forces necessary to create a pathogen you are saying since diseases are bad the bad entity must have created it so what would you say about acid rain meteors falling from the sky volcanoes earthquakes and other quote unquote acts of god i would say that they are not acts of god but natural occurrences it amazes me that you have the audacity to say that human creation was not the result of the natural process of evolution but rather an act of god and then in the same post say that these other processes volcanos et al are natural occurrences who gave you the right to choose what things are natural processes and what are direct acts of god how do you know that god doesn t cause each and every natural disaster with a specific purpose in mind it would certainly go along with the sadistic nature i ve seen in the bible even if satan had nothing to do with the original inception of disease evolution by random chance would have produced them since humanity forsook god s protection if we choose to live apart from god s law humanity collectively then it should come as no surprise that there are adverse consequences to our collective action one of these is that we are left to deal with disease and disorders which inevitably result in an entropic universe may i ask where is this collective bullcrap coming from by collective i was referring to the idea that god works with humanity on two levels individually and collectively if mankind as a whole decides to undertake a certain action the majority of mankind then god will allow the consequences of that action to affect mankind as a whole adam eve two people even tho they had the honor or so you christians claim of being the first two definitely do not represent a majority in the billions and trillions probably more of people that have come after them perhaps they were the majority then but i and you weren t around to vote and perhaps we might have voted differently about what to do with that tree but your god never asked us he just assumes that if you have two bad people then they all must be bad hmm sounds like the same kind of false generalization that i see many of the theists posting here resorting to so that s where they get it shoulda known jim b nanci if you know and are sure of the author of this quote please send me email nm w andrew cmu edu lying to ourselves is more deeply ingrained than lying to others
2844,comp.windows.x,re cute x clients try this include stdio h include x xlib h include x xutil h display dpy int screen xcolor xclrs xclrp xid cmap int cells i j red green blue got main dpy xopendisplay null screen defaultscreen dpy cells displaycells dpy screen cmap xcreatecolormap dpy rootwindow dpy screen defaultvisual dpy screen xclrs xcolor malloc cells sizeof xclrs xclrp xclrs for i i cells i xclrp pixel i xclrp flags xclrp xquerycolors dpy defaultcolormap dpy screen xclrs cells xstorecolors dpy cmap xclrs cells xinstallcolormap dpy cmap got while got xclrp xclrs got for i i cells i if xclrp red xclrp red got if xclrp green xclrp green got if xclrp blue xclrp blue got xclrp xstorecolors dpy cmap xclrs cells xinstallcolormap dpy cmap got while got xclrp xclrs got for i i cells i if xclrp red xclrp red got if xclrp green xclrp green got if xclrp blue xclrp blue got xclrp xstorecolors dpy cmap xclrs cells xinstallcolormap dpy cmap it will work on any pseudocolor xserver hopefully o o o brain inside o o o o andre beck abpsoft mehl andre beck irs inf tu dresden de o o o
301,alt.atheism,re thoughts on christians excerpts from netnews alt atheism apr re thoughts on christians by dave fuller portal hq vi i m sick of religious types being pampered looked out for and worst of all respected more than atheists there must be an end in sight i think it d help if we got a couple good atheists or even some good steadfast agnostics in some high political offices when was the last time we had an openly atheist president have we ever i don t actually know these aren t rhetorical questions how bout some supreme court justices one thing that really ticked me off a while ago was an ad for a news program on a local station the promo said something like who are these cults and why do they prey on the young ahem ever hear of baptism at birth if that isn t preying on the young i don t know what is i used to be ack barf a catholic and was even confirmed shortly thereafter i decided it was a load of bs my mom who really insisted that i continue to go to church felt it was her duty to bring me up as a believer that was one of the more presumptuous things i ve heard in my life i suggested we go talk to the priest and she agreed the priest was amazingly cool about it he basically said that if i didn t believe it there was no good in forcing it on me actually i guess he wasn t amazingly cool about it his response is what you d hope for indeed expect from a human being i s pose i just didn t expect it i find it absurd that religion exists yet i can also see its usefulness to people facing up to the fact that you re just going to be worm food in a few decades and that there isn t some cosmic purpose to humanity and the universe can be pretty difficult for some people having a readily available pre digested solution to this is pretty attractive if you re either a gullible enough b willing to suspend your reasoning abilities for the piece of mind or c have had the stuff rammed down your throat for as long as you can remember religion in general provides a nice patch for some human weaknesses organized religion provides a nice way to keep a population under control blech chris chris leger sophomore carnegie mellon computer engineering remember if you don t like what somebody is saying you can always ignore them
6161,rec.sport.hockey,re abc coverage in article cfoy mw uh jndv andrew cmu edu anna matyas am x andrew cmu edu writes thorne is good and i ve always been a fan of clement but i miss mike emrick my boyfriend who is not a hockey fan even looked up at one point and said these guys are pretty good announcers this is the same guy who said that rick tocchet looks like charles bronson imho clement although he has a pleasant personality aggravatingly pleasant in my opinion is a terrible analyst because he is almost alway wrong the prototypical example being new jersey s first goal last sunday i grew up with dick irvin doing color beside danny gallivan i knew did irvin dick irvin was a friend of mine bill clement you aren t any dick irvin as long as the teams involved do not include the us national team or the new york rangers i d take john davidson over bill clement any day gerald
8818,soc.religion.christian,environmentalism and paganism i would like to see christians devote a bit less effort to bashing paganism and more to figuring out how to present the gospel to pagans christ is the answer the pagans have a lot of the right questions unlike materialists who deny the need for any spirituality michael a covington associate research scientist artificial intelligence programs mcovingt ai uga edu the university of georgia phone athens georgia u s a amateur radio n tmi
7608,sci.med,re health care reform in article mar cnsvax uwec edu nyeda cnsvax uwec edu david nye writes and may be a total disaster and that the canadian model is preferable a position with which i agree the other is surprising sympathy for the physicians in all of this to the effect that beating up on us won t help anything i m not sure about that did you see the poll they took that showed that most people thought physicians should be paid per year tops that s all i make but i doubt that most physicians are going to work very hard for that kind of bread many wouldn t be able to service their med school debts on that mike royko had a good column about it gordon banks n jxp skepticism is the chastity of the intellect and geb cadre dsl pitt edu it is shameful to surrender it too soon
26,alt.atheism,re islamic authority over women in article apr ultb isc rit edu snm ultb isc rit edu s n mozumder writes my claim is that a person that committs a crime doesn t believe in god for the moment that the crime is committed at least whether they are originally believers or not to believe is to do good your statistics indicate people that have declared atheism and doubtless when an atheist does an act of charity they temporarily become a baptist jon
2615,comp.sys.mac.hardware,asante en sc hangs scsi devices i just hooked up my mac iisi to a relatively old year asante en sc adapter the base t connection works like a charm i installed the newest drivers from asante s ftp server the problem begins when i attach one more device to the scsi chain specifically a mb drive i power up the drive then the mac the mac tests memory etc just before the happy mac face normally shows up the power light on the en sc goes out and the boot process stops so i can use the network or the external drive but not both at once this makes the asante box pretty much unusable it doesn t look like a purely electrical scsi problem because if i turn on the drive just a second or so too late so that it doesn t get noticed during the initial scsi polling the mac boots normally and the adapter works even though the hard disk is powered on and connected the mac has never once failed to boot from its internal drive up to now and i ve had it for over a year here is what i tried changing the scsi id s of the en sc and the disk several permutations changing the order of devices i e the en sc at the head or tail of the chain overterminating with an external terminator both devices have internal ones underterminating i e removing internal resistors from the hard disk trying another en sc box trying another identical drive trying several different scsi cables has anybody seen this more importantly does anyone have a solution thanks a lot e eric behr illinois state university mathematics department behr math ilstu edu or behr ilstu bitnet please avoid
6613,sci.crypt,re clipper chip technical details the protocol key management description published so far is either incomplete or incorrect it leaves me with no idea of how the system would actually work i hope the cpsr foia request succeeds so that we get full details wouldn t it be easier just to ask denning cs georgetown edu g
653,comp.graphics,polygon orientation in dxf hi i m writing a program to convert dxf files to a database format used by a d graphics program i ve written my program stores the points of a polygon in ccw order i ve used d concepts a little and it seems that the points are stored in the order they are drawn does the dxf format have a way of indicating which order the points are stored in cw or ccw its easy enough to convert but if i don t know which way they are stored i dont know which direction the polygon should be visible from if dxf doesn t handle this can anyone recommend a workaround the best i can think of is to create two polygons for each one in the dxf file one stored cw and the other ccw but that doubles the number of polygons and decreases speed thanks in advance for any help patrice hugo hydra unm edu
7,alt.atheism,re an anecdote about islam in article bu edu jaeger buphy bu edu gregg jaeger writes when they are victimized they are muslims when they victimize others they are not true muslims tm or no muslims at all quite annoying i don t understand the point of this petty sarcasm it is a basic principle of islam that if one is born muslim or one says i testify that there is no god but god and mohammad is a prophet of god that so long as one does not explicitly reject islam by word then one must be considered muslim by all muslims so the phenomenon you re attempting to make into a general rule or psychology is a direct odds with basic islamic principles if you want to attack islam you could do better than than to argue against something that islam explicitly contradicts it was no criticism of islam for a change it was a criticism of the arguments used namely whenever people you identify as muslims are the victims of the attacks of others they are used an argument for the bad situation of muslims but whenever deeds by muslim that victimize others are named they do not count as an argument because what these people did was not done as a true muslims no mention is made how muslims are the cause of a bad situation of another party double standards benedikt
9606,talk.politics.guns,re batf fbi murders almost everyone in waco today in article apr rti rti org jbs rti rti org writes in article c rpoj ijv news udel edu roby chopin udel edu scott w roby writes well they had over days to come out with their hands up on national tv to get the trial they deserved instead they chose to set fire to their compund hours after the tanks dropped off the tear gas this is about the third person who s parroted the fbi s line about the fires being set six hours after the tear gas was injected suppose you want to explain to us the videotape footage shown on national tv last night in which a tank with the gas injecting tubes is pulling its injection tubes out of the second story of a building as the building begins to belch smoke and then fire do tell joe not to mention that the story was rewritten today those two bd s who admitted to starting the fire forget em they don t exist anyone today a few saw someone starting a fire and our aerial surveillance showed them starting fires at this morning s press conference tomorrow even this excuse may evaporate a reporter pointed out that a bd being brought to arraingement shouted that tanks knocking over lanterns started the fire curiouser and curiouser wayne j warf wwarf ucs indiana edu i speak for myself only clinton gore cia fbi dea assassinate bomb wod bor atf irs resist nsa christian god satan apocalypse zog nazi socialist communist explosive fundamentalist revolution nsc federal reserve constitution gold fema
9908,talk.politics.mideast,re life and fall of wlodowa do not forget in article apr oneb almanac bc ca kmcvay oneb almanac bc ca ken mcvay writes remember and do not forget sisha fuchs never i don t know whether anybody formulated and proposed such an index or criteria to determine the magnitude of a genocide as mentioned and advised by toynbee if one ever does you will easily see the magnitude of the crime of genocide committed by the armenians by massacring an alien population under their rule which constituted about of their total population and they did it only within a time period of a little over two years in which they enjoyed having full control over this population now i would like to ask you is there any other genocide in the history of mankind similar to this one and again i would like to ask you whether the silent and unmourned martyrdom of these hundreds of thousands of turks of the republic of armenia who were exterminated as a final solution to turco tartar problems in armenia is similar or not to the martyrdom of six million jews in europe as a final solution to jewish problems serdar argic we closed the roads and mountain passes that might serve as ways of escape for the turks and then proceeded in the work of extermination ohanus appressian in soviet armenia today there no longer exists a single turkish soul sahak melkonian
8603,sci.space,re old spacecraft as navigation beacons in article apr aurora alaska edu nsmca aurora alaska edu writes other idea for old space crafts is as navigation beacons and such why not because to be any use as a nav point you need to know exactly where it is which means you either nail it to something that doesn t move or you watch it all the time neither of which is possible on a deactivated spacecraft then you have to know exactly how far away from it you are this may or may not be possible with the hardware on board apart from which there is absolutely no need for navigation beacons gregory bond gnb bby com au burdett buckeridge young ltd melbourne australia knox s is slick fox in sox on knox s box knox s box is very quick plays lots of lsl he s sick apologies to john iron bar mackin
8857,soc.religion.christian,certainty and arrogance dean velasco quoted a letter from james m stowell president of moody bible institute the other day i was at the dry cleaner and the radio was playing it caught my attention because a talk show guest was criticizing evangelical christians saying we believe in absolutes and think we are the only ones who know what the absolutes are we affirm the absolutes of scripture not because we are arrogant moralists but because we believe in god who is truth who has revealed his truth in his word and therefore we hold as precious the strategic importance of those absolutes there has been a lot of discussion but so far nobody seems to have hit on exactly what the criticism of arrogance is aimed at the arrogance being attacked is that we think we are the only ones who know what the absolutes are in short many evangelicals claim that they are infallible on the matter of religious texts in particular the problem is one of epistemology as a shorthand you can think of epistemology as how do you know that question it turns out is a very troubling one the problem with absolute certainty is that at the bottom at least some of the thinking goes on inside your own head unless you can be certain that everything which happens in your head is infallible the reasoning you did to discover a source of truth is in question and that means you do not have absolute justification for your source of authority which means you do not have absolute certainty let s take the specific example of biblical inerrancy and a fictional inerrantist named zeke the following arguments applies to the idea of papal infallibility too zeke has we presume spent some time studying the bible and history and several other topics he has concluded based on all these studies and possibly some religious experiences that the bible is a source of absolute truth he may be correct but even if he is he cannot be certain that he is correct his conclusion depends on how well he studied history he may have made mistakes and the references he used may have contained mistakes his conclusion depends on how well he studied the bible he may have made mistakes his conclusion depends on his own reasoning and he may have made mistakes noticing a common thread yet everything about his study of the world that he did everything that happened in his own head is limited by his own thinking no matter what he does to try and cover his mistakes he can never be certain of his own infallibility as long as any part of the belief is based on his own reasoning that belief cannot be considered absolutely certain zeke believes that he has found a source of absolute truth but that belief is only as good as the quality of the search he made for it unless he can say that his own reasoning is flawless his conclusions are in doubt any belief that you hold about absolute sources of truth depends in part on your own thinking there is no way out of the loop only an infallible thinker can have absolute certainty in all his beliefs this is easy to demonstrate let s go back to our shorthand method of doing epistemology how do you know imagine a hypothetical discussion a the bible is a source of absolute truth b how do you know a i studied history and the bible and religious writings and church teachings and came to this conclusion b how do you know you studied history correctly a well i double checked everything b how do you know you double checked correctly a well i compared my answers with some smart people and we agreed b just because some smart guy believes something that doesn t mean it is true how do you know they studied it correctly a and as you see b will eventually get a to the point where he has to say i can t prove that there are no mistakes and as long as you may have made a mistake then you cannot be absolutely certain there is no way out of the loop this is where the arrogance of christians arises many people believe that their own personal research can give them absolute certainty about the doctrines of christianity they are implicitly claiming that they are infallible and that there is no possibility of mistake claiming that you cannot have made a mistake and that your thinking has led you to a flawless conclusion is pretty arrogant people who want to see this argument explained in great detail should try to find the infallibility of the church by george salmon he is attacking the idea that the pope can be knowably infallible and he does so very well but the general argument applies equally well to the idea that the bible is knowably inerrant darren f provine kilroy gboro rowan edu at the core of all well founded belief lies belief that is unfounded ludwig wittgenstein
5983,rec.sport.hockey,usenet hockey draft week standings well i m back from tokyo so here are the standings after the april update andrew usenet hockey draft standings week posn team pts proj cash last posn dave wessels bob hill gilles carmel seppo kemppainen the awesome oilers hillside raiders mak the knife paranjape jan stein this years model rangers of destiny tapio repo frank s big fish the underachievers on thin ice go flames littlest giants mopar muscle men lindros losers die penguin bandwaggoners samuel lau calgary alberta boomer s boys general accounting office delaware wombats migods menschen wellsy s buttheads dec nh rocky mountain high fife flyers gerald olchowy dave snell fluide glacial gaoler smegheads the young and the skateless sam his dogs neural netters youngbucs artic storm soft swedes jeff horvath milton keynes kings hamster from hoboken kuehn crushers le fleur de lys yan the man loke legion of hoth simmonac the finnish force ice legion streaks brian bergman goaldingers t c overachievers grant marven bozrah bruins real bad toe jam houdini s magicians skriko wolves rec sport hockey choices buffalo soldiers bemybaby lippe randy coulman lamp lighters steven and mark dream team indianapolis bennies tom bloom county all stars bruins phil and kev s karma dudes smithw iowa hockeyes doug bowles the great pumpkin non shooting seamen frank worthless aik exiles invisible inc brad gibson cougarmania kortelaisen kovat plp fools david wong john zupancic garryola gary bergman fan club staffan axelsson chubby checkers derrill s dastardly dozen chocolate rockets ken decruyenaere fisher dirtbags kodiaks no namers the campi machine bsc oranienburg the kamucks arsenal maple leafs ellis islanders mombasa mosquitos zachmans wingers edelweiss bjoern leaguen dirty white socks wormtown woosbags neil younger hurricane andrew king suke larry het schot is hard votenooct bloodgamers bruce s rented mules teem kanada frank s follies oklahoma stormchasers spuds pond slime psv dartmouth mark sanders blue talon stanford ice hawks aye carumba kokudo keikaku bunnies timo ojala haral cluster buster dirty rotten puckers apricot fuzzfaces the lost poots nesbitt gary bill pens dynasty garys team arctic circles seattle pftb late night with david letterman le groupe mi go bruins scott glenn flying kiwis team gold closet boy s boys wild hearted sons boutch andy y f wong wembley lostweekenders mckees rocks rockers book em danno s bushbabies dree hobbs go habs go goddess of fermentation tim rogers convex stars einstein s rock band princeton canucks tap hubert s hockey homeboys buttered waffles my team bob s blues furleys furies hunters collectors les nordiques satan s choice dr joel fleishman sundogs pierre mailhot slap shot marco san jose mahi mahi the leafs rule jeff nimeroff stimpy adg zeta the dreamers east city jokers daryl turner riding the pine flowers darse billings chappel s chumps lana inc spinal tap jimparker enforcers jeff bachovchin big bad bruins mike mac cormack sydney ns can bulldogs voyageurs absolut lehigh republican dirty tricksters henry s bar b q dr d and the s o d bunch of misfits robyns team yellow plague ninja turtles team melville acadien darman s dragons kuta papercuts great expectations cobra s killers cherry bombers jayson s kinky pucks killer apes kaufbeuren icebreakers umpire life roger smith firebirds those st few weeks hurt ikea wholesale outlaws the club thundering herd believe it or dont creeping death knee injuries crazy euros frack attack todd s turkeys ryan s renegades fred mckim hurricane pig vomit ice strykers fighting geordies cdn stuck in alabama dayton bomber cafall and crew chris of death swillbellies banko s beer rangers zipper heads ny flames ship s way laubsters ii oz joliet inmates ninja bunnies great scott widefield white wolves the ice holes sandy s sabres daves team south carolina tiger paws florida tech burgh team leos blue chips for xtc roadrunners mudville kings new jersey rob redliners pat phillips stewart clamen demon spawn sunnyvale storm allez les blues up for sale hockey club petes picks rinaco brenz revenge dinamo riga andrew scott andrew idacom hp com hp idacom telecom operation ext during the roman era was considered old
8998,soc.religion.christian,re losing your temper is not a christian trait in article apr geneva rutgers edu jcj tellabs com jcj wrote i d like to remind people of the withering of the fig tree and jesus driving the money changers et al out of the temple i think those were two instances of christ showing anger as part of his human side yes and what about paul saying be ye angry and sin not let not the sun go down upon your wrath ephesians obviously then we can be angry w o sinning jon jon ogden jono mac ak rtsg mot com motorola cellular advanced products division voice data they drew a circle and shut him out heretic rebel a thing to flout but love and i had the wit to win we drew a circle and took him in
2982,comp.windows.x,re title for xterm in apr samba oit unc edu naoumov physics unc edu sergei naoumov writes hey guys i work on many stations and would like this name and current logname to be in a title of xterm when it s open and a machine name only when it s closed in other words i want host and logname to appear as a title of opened xterm and host when xterm is closed how can i do it thnsks in advance serge serge gluttony astro unc edu almost all window managers twm mwm olwm and their derivates support escape sequences for it for your purpose put following into your login if you re using csh or tcsh for sh you have to modify it if term xterm then echo logname host g host g endif note stands for esc in vi you can enter it by pressing ctrl v and the esc same for g it means ctrl g in vi press ctrl v and then ctrl g the first sequence puts the string into the title bar the second in the icon btw you can also put the current working directory in the title bar if you make an alias for cd alias cd cd echo logname host cwd g greetings thomas thomas wolfram thomas aeon in berlin de eantc tu berlin wolf prz tu berlin de
11155,talk.religion.misc,davidians and compassion so we have this highly christian religious order that put fire on their house killing most of the people inside i m not that annoyed about the adults they knew supposedly what they were doing and it s their own actions what i mostly are angry about is the fact that the people inside including mothers let the children suffer and die during awful conditions if this is considered religious following to the end i m proud that i don t follow such fanatical and non compassionate religions you might want to die for whatever purpose but please spare the innocent young ones that has nothing to do with this all i have a hard time just now understanding that christianity knows about the word compassion christians do you think the actions today would produce a good picture of your religion kent sandvik newton apple com alink ksand private activities on the net
4895,rec.motorcycles,re live free but quietly or die in article qc fu c r sixgun east sun com egreen east sun com writes loud pipes are a biligerent exercise in ego projection no arguements following just the facts i was able to avoid an accident by revving my engine and having my stock harley pipes make enough noise to draw someones attention i instinctively revved my engine before i went for my horn don t know why but i did it and it worked thats rather important i am not saying the louder the pipes the better my harley is loud and it gets me noticed on the road for that reason i personally do not feel it is to loud if you do well thats to bad welcome to america home of the free land of the atlanta braves if you really want a fine tuned machine like our federal government to get involved and pass db restrictions it should be generous enough so that a move like revving your engine will get you noticed sure there are horns but my hand is already on the throttle should we get into how many feet a bike going mph goes in seconds or how long it would take me to push my horn button and aren t you the guy that doesn t even have a bike tod j johnson dod go slow take geritol
6166,rec.sport.hockey,re cbc game choices was la on cbc in a previous article uwovax uwo ca says in article boora sfu ca boora kits sfu ca the godfather writes cbc had a great chance for some double headers toronto detroit and vancouver winnipeg but today they said that the east gets the leafs and the west get the vancouver game i thought that they would show them both i m totally p o d too vancouver winnipeg is great west coast hockey fast paced and loads of talent what i ve seen so far is hardly entertaining with the exception of the odd shift every now then of course i missed calgary la pitts jersey no because the pinheads at cbc figure everyone here in ontario cares for the leafs the maple leafs and nothing but the leafs half of southern ontario is people who moved from out west but the good folks in toronto couldn t care less they should show the doubleheader heck the second game would have two canadian teams and let those desperate for news watch the national on newsworld but they don t why because canada ends at windsor don cha know grrrrr amen now i have to get updates every mins on cnn headline news for crying out loud that s cheaper than what i do phone calls there must be a better system one ring adams to linden he scores two rings bure rushes up the ice he scores etc etc ad freenet carleton ca rachel holme
1230,comp.os.ms-windows.misc,need help with wordperfect for windows i have two questions i have been having troubles with my wordperfect for windows when i try to select and change fonts etc some of the text disappears i tried to center two lines once and the second line disappeared i can not find the error and i do not know how to correct it is this the right newsgroup where should i go e mail prefered who else is still waiting for naked gun part pi nathan narloch alumn whscdp whs edu enforcer burp or narlochn kirk msoe edu milw wi join the official psycho team
7260,sci.electronics,re public domain circuits in commercial applications in article c ge lif athena cs uga edu mcovingt aisun ai uga edu michael covington writes patent law says you can build anything you want to for your own personal noncommercial use i m not up on the details of us patent law but i think this is incorrect there is a reasonable use exemption for copyright there is none for patents the exemptions from patent licensing are quite narrow r d work is exempt but personal use is not that is it s okay to experiment with a patented idea but not to put it to practical use e g to improve your stereo even if it s only your own private practical use of course it is unlikely that discreet personal use will ever be detected or that you will ever be sued over it all work is one man s work henry spencer u of toronto zoology kipling henry zoo toronto edu utzoo henry
741,comp.graphics,re cview answers renew blade stack urc tue nl rene walter writes a very kind soul has mailed me this reply for the bugs in cview since he isn t in the position to post this himself he asked me to post it for him but to leave his name out so here it comes cview has quite a number of bugs the one you mention is perhaps the most a stupid question but what will cview run on and where can i get it i am still in need of a gif viewer for linux without x windows thanks
6713,sci.crypt,re text of white house announcement and q as on clipper chip encryption nobody seems to have noticed that the clipper chip must have been under development for considerably longer than the months that clinton has been president this is not something that choosing choosing bush over clinton would have changed in the slightest it has been in the works for some time
10765,talk.politics.misc,re temper tantrums from the s in article apr oracle us oracle com mfriedma us oracle com michael friedman writes in article apr pony ingres com garrett ingres com writes in article philc ht t gwa netcom com phil netcom com phil ronzone writes correct jfk was quite disgusting in that way the reports of the women that he coerced via power of the office are now in the dozens today we d call for immediate resignation for that kind of behaviour i guess coercing women into having sex is much worse than stealing breaking and entering rigging national elections starting secret wars that kill hundreds of thousands and using the powers of your office for personal gain like nixon did not garrett you are a really pathetic liar isn t name calling fun some of your charges are arguable but most of them are obvious lies i challenge you to present us with any evidence that nixon stole rigged a national election never mind elections or used the powers of his office for personal gain what do you think happened at watergate what do you think they broke into the building for it wasn t to just look around do i have to draw you a picture you can t because there is absolutely no evidence that any of these events occurred whatever who said anything about panicking snapped authur garrett johnson this is still just culture shock you wait till i ve garrett ingres com settled into the situation and found my bearings then i ll start panicking douglas adams
2074,comp.sys.ibm.pc.hardware,us robotics info wanted could someone please give me some info regarding the usr sportsters that have recently dropped below i was going to buy a used courier v bis external without fax for but now i see the sportster with fax is selling below brand new are these good modems what warranty do they carry any info very much appreciated kevin hollyk mcmail cis mcmaster ca
7644,sci.med,re medication for parkinsons in article uupcb factory com jim zisfein factory com jim zisfein writes if you want to throw around names drs donald calne terry elizan and jesse cedarbaum don t recommend selegiline not to mention dr william landau gosh jesse is that famous now he was my intern landau not liking it makes me like it out of spite just kidding bill gordon banks n jxp skepticism is the chastity of the intellect and geb cadre dsl pitt edu it is shameful to surrender it too soon
4937,rec.motorcycles,re type spesifications cb vfr gt etc vidar olaf solberg vidaros dhhalden no wrote can somebody tell me what all the letter spesifications on motorcycle models really mean example what means the c the b and the r in honda cbr or the v s g l and p in suzuki vs glp honda a v designates a v engine street bike vf for v vt for v twin cb is a street bike with an parallel twin or inline cylinder engine r used to mean race bike but is now also used to mean sport bike cl was for the old steet scramblers street bikes with high pipes cm was a custom street bike cr is dirt only two strokes xl is dual purpose bike xr was dirt only four stroke but now can be a dual purpose bike if it has an l as a suffix gl is a touring bike frank ball ur m frankb sad hp com work hewlett packard fax home valley house drive it xt seca f pl rohnert park ca kc wug law ama dod i m the nra
4659,rec.motorcycles,for sale kawasaki ex michigan for sale kawasaki ex with miles excellent condition kept in a garage asking he who joyfully marches to music in rank and file has already earned my contempt he has been given a large brain by mistake since for him the spinal cord would fully suffice albert einstein brian vaughan brian vaughan um cc umich edu
5051,rec.motorcycles,re what is a squid was re riceburner respect in article apr locus com dana lando la locus com dana h myers writes in article c qqxp ie cbmvax cbm commodore com hartzler cbmvax cbm commodore com jerry hartzler cats writes in article apr icomsim com mmanning icomsim com michael manning writes duck squids don t wave or return waves ever even to each excuse me for being an ignoramus but what are these squids are everybody but me and you chris behanna is especially a squid hey dana long time no read i m afraid the squid rating has gone up slightly since getting the ninja but i m trying very hard to restrain myself the bodywork is just too damned expensive knock knock at least it s quiet later chris behanna dod h d fxwg wide glide jubilee s red lady behanna syl nj nec com cb t baby bike disclaimer now why would nec zx needs a name agree with any of this anyway i was raised by a pack of wild corn dogs
